# grafo generado automáticamente para TP3
0,1
0,2
0,3
0,4
0,5
0,7
0,9
0,19
0,41
0,37
0,57
0,62
0,65
0,71
0,76
0,85
0,90
0,95
0,103
0,106
0,112
0,115
0,124
0,128
0,136
0,163
0,168
0,194
0,200
0,199
0,208
0,225
0,230
0,231
0,236
1,2
1,3
1,4
1,5
1,8
1,17
1,13
1,16
1,14
1,18
1,22
1,29
1,33
1,34
1,31
1,47
1,56
1,77
1,82
1,83
1,79
1,85
1,97
1,105
1,108
1,112
1,121
1,125
1,128
1,132
1,135
1,143
1,138
1,150
1,154
1,156
1,158
1,179
1,190
1,186
1,191
1,211
1,215
1,218
1,226
2,3
2,4
2,5
2,18
2,24
2,25
2,33
2,45
2,67
2,86
2,92
2,91
2,97
2,96
2,109
2,116
2,120
2,127
2,139
2,142
2,152
2,159
2,166
2,167
2,171
2,178
2,187
2,197
2,198
2,201
2,205
2,227
2,226
2,228
3,4
3,5
3,11
3,16
3,18
3,25
3,33
3,41
3,58
3,57
3,60
3,64
3,70
3,105
3,104
3,102
3,112
3,115
3,118
3,123
3,131
3,136
3,133
3,141
3,147
3,145
3,155
3,157
3,161
3,164
3,178
3,180
3,183
3,194
3,208
3,204
3,217
3,220
3,230
3,235
3,239
4,5
4,8
4,31
4,41
4,45
4,53
4,56
4,67
4,69
4,73
4,76
4,75
4,83
4,79
4,85
4,98
4,110
4,119
4,126
4,143
4,146
4,144
4,165
4,171
4,177
4,180
4,185
4,181
4,189
4,203
4,214
4,216
4,223
4,232
4,236
5,21
5,25
5,40
5,45
5,46
5,53
5,48
5,51
5,52
5,67
5,76
5,82
5,86
5,95
5,93
5,96
5,101
5,114
5,132
5,146
5,154
5,153
5,156
5,169
5,171
5,177
5,182
5,195
5,192
5,196
5,198
5,208
5,213
5,210
5,212
5,219
5,226
5,233
5,235
6,7
6,8
6,9
6,10
6,11
6,13
6,23
6,22
6,25
6,30
6,41
6,50
6,54
6,63
6,60
6,67
6,74
6,72
6,78
6,85
6,91
6,96
6,106
6,104
6,111
6,117
6,116
6,124
6,136
6,143
6,154
6,153
6,157
6,161
6,164
6,172
6,179
6,174
6,178
6,184
6,182
6,201
6,202
6,204
6,221
6,218
6,231
7,8
7,9
7,10
7,11
7,17
7,23
7,35
7,30
7,44
7,57
7,64
7,70
7,68
7,77
7,88
7,90
7,94
7,98
7,100
7,109
7,121
7,127
7,131
7,130
7,154
7,164
7,172
7,189
7,201
7,205
7,211
7,213
7,220
7,223
7,224
7,232
7,237
8,9
8,10
8,11
8,13
8,41
8,52
8,50
8,49
8,56
8,60
8,74
8,79
8,109
8,119
8,115
8,125
8,133
8,140
8,156
8,158
8,178
8,182
8,187
8,188
8,194
8,210
8,218
8,222
8,235
9,10
9,11
9,19
9,24
9,41
9,43
9,52
9,67
9,69
9,68
9,79
9,86
9,95
9,101
9,98
9,106
9,108
9,109
9,127
9,141
9,147
9,144
9,148
9,154
9,160
9,171
9,174
9,184
9,190
9,194
9,195
9,196
9,210
9,219
9,227
9,226
10,11
10,14
10,29
10,31
10,36
10,37
10,42
10,57
10,62
10,74
10,72
10,80
10,95
10,96
10,113
10,117
10,115
10,123
10,131
10,132
10,133
10,141
10,149
10,151
10,158
10,165
10,164
10,171
10,175
10,182
10,207
10,210
10,225
10,231
10,232
11,23
11,29
11,25
11,35
11,32
11,45
11,42
11,43
11,51
11,58
11,64
11,81
11,84
11,85
11,88
11,90
11,102
11,106
11,104
11,134
11,135
11,139
11,149
11,152
11,163
11,170
11,182
11,187
11,194
11,200
11,205
11,207
11,214
11,218
11,231
11,236
11,239
11,235
12,13
12,14
12,15
12,16
12,17
12,24
12,35
12,36
12,46
12,42
12,44
12,50
12,51
12,58
12,69
12,68
12,70
12,85
12,98
12,111
12,116
12,135
12,142
12,154
12,160
12,171
12,177
12,188
12,193
12,200
12,214
12,217
12,222
12,231
12,236
13,14
13,15
13,16
13,17
13,29
13,41
13,45
13,55
13,57
13,60
13,61
13,69
13,72
13,80
13,84
13,91
13,106
13,108
13,116
13,117
13,124
13,122
13,132
13,141
13,142
13,147
13,150
13,161
13,167
13,182
13,189
13,203
13,209
13,210
13,214
13,218
13,224
13,237
14,15
14,16
14,17
14,29
14,30
14,31
14,35
14,41
14,48
14,62
14,61
14,72
14,73
14,76
14,89
14,86
14,91
14,94
14,90
14,97
14,98
14,102
14,104
14,126
14,130
14,146
14,161
14,163
14,170
14,169
14,179
14,178
14,180
14,182
14,187
14,197
14,193
14,203
14,205
14,204
14,219
14,216
14,231
14,228
14,238
15,16
15,17
15,21
15,26
15,41
15,45
15,51
15,49
15,69
15,79
15,82
15,89
15,96
15,105
15,111
15,113
15,121
15,134
15,138
15,145
15,154
15,159
15,185
15,187
15,190
15,197
15,196
15,199
15,202
15,207
15,212
15,215
15,217
15,223
15,230
15,238
16,17
16,18
16,23
16,27
16,31
16,40
16,56
16,57
16,65
16,66
16,74
16,78
16,86
16,94
16,112
16,113
16,117
16,122
16,128
16,131
16,132
16,135
16,139
16,155
16,163
16,166
16,179
16,175
16,188
16,214
16,234
17,23
17,29
17,35
17,36
17,57
17,65
17,80
17,92
17,97
17,96
17,118
17,120
17,124
17,127
17,134
17,145
17,146
17,152
17,155
17,160
17,162
17,163
17,171
17,168
17,169
17,178
17,180
17,193
17,201
17,205
17,216
17,222
17,226
17,224
17,229
17,232
18,19
18,20
18,21
18,22
18,23
18,24
18,32
18,35
18,31
18,39
18,41
18,50
18,48
18,64
18,62
18,68
18,78
18,83
18,84
18,92
18,91
18,112
18,108
18,109
18,114
18,119
18,122
18,124
18,143
18,138
18,160
18,164
18,172
18,188
18,194
18,196
18,201
18,207
18,204
18,219
18,218
18,227
18,229
18,239
19,20
19,21
19,22
19,23
19,27
19,24
19,32
19,46
19,45
19,52
19,75
19,97
19,100
19,107
19,116
19,130
19,143
19,145
19,148
19,150
19,151
19,153
19,161
19,165
19,162
19,167
19,170
19,174
19,178
19,184
19,182
19,190
19,195
19,206
19,215
19,210
19,219
19,217
19,226
19,227
19,223
19,232
19,235
20,21
20,22
20,23
20,26
20,27
20,46
20,44
20,57
20,63
20,69
20,70
20,73
20,77
20,78
20,86
20,95
20,102
20,104
20,106
20,112
20,121
20,133
20,137
20,138
20,155
20,159
20,160
20,172
20,178
20,179
20,193
20,205
20,210
20,233
21,22
21,23
21,29
21,36
21,43
21,55
21,60
21,69
21,76
21,81
21,86
21,112
21,123
21,125
21,121
21,128
21,134
21,132
21,135
21,147
21,156
21,166
21,169
21,183
21,188
21,187
21,191
21,200
21,220
21,233
21,229
21,234
21,238
22,23
22,31
22,33
22,36
22,40
22,47
22,50
22,48
22,57
22,66
22,73
22,78
22,82
22,86
22,88
22,95
22,96
22,100
22,114
22,128
22,138
22,145
22,160
22,166
22,169
22,176
22,180
22,200
22,223
22,239
23,36
23,53
23,58
23,55
23,56
23,61
23,66
23,74
23,87
23,92
23,91
23,100
23,107
23,103
23,109
23,117
