# Primero viene la cantidad (n) de timestamps para ambos, luego n líneas que son un timestamp aproximado cada uno separado por una coma (',') del error, y luego n lineas de las transacciones del sospechoso
200
437,41
432,32
406,82
419,39
435,65
409,29
405,26
419,32
416,5
386,50
446,33
377,45
407,72
399,85
422,75
401,21
351,62
352,34
446,93
396,44
418,94
396,83
426,86
369,37
390,74
401,11
434,42
426,38
362,7
405,38
350,62
408,75
379,70
389,65
420,47
377,54
396,12
359,9
385,92
422,83
371,39
436,12
406,43
437,63
433,17
449,27
395,60
392,1
364,48
382,62
393,94
401,34
355,17
437,98
415,75
369,54
402,53
375,9
438,97
399,20
411,4
372,22
430,77
361,90
366,78
365,67
422,99
427,16
392,38
373,62
403,80
355,52
382,49
377,51
421,93
372,32
445,65
410,5
370,17
379,31
366,69
435,17
354,47
362,95
361,18
435,27
411,77
429,49
424,30
418,61
436,74
397,54
406,44
372,9
379,12
410,17
380,48
414,28
423,69
414,91
374,22
422,67
390,5
392,96
369,50
430,21
365,91
371,11
401,55
397,80
448,35
437,2
443,98
422,60
443,53
396,41
408,28
353,70
407,15
399,97
444,25
449,30
353,62
439,19
409,65
429,35
445,91
388,15
358,49
409,30
360,1
413,82
361,53
422,16
380,66
446,83
419,24
398,94
364,9
435,74
383,25
437,12
443,41
416,26
358,4
406,24
366,47
404,79
440,61
365,35
380,8
430,42
375,57
373,84
438,28
430,89
425,14
351,28
374,56
400,48
440,50
382,46
435,69
408,20
447,77
377,41
406,98
421,19
356,80
408,1
437,52
354,79
404,30
443,89
409,61
377,10
364,37
403,49
439,5
426,66
365,56
359,28
399,99
429,27
352,25
433,18
396,86
358,70
396,59
384,67
372,63
435,90
380,86
423,53
401,40
426,14
387,38
387,15
423,80
382,11
283
314
322
324
325
328
328
331
331
333
333
334
336
336
337
338
339
340
345
345
347
349
349
352
352
353
355
355
355
356
356
357
358
359
359
359
360
361
361
363
363
363
364
366
366
366
366
368
368
368
368
369
370
370
371
372
373
374
374
374
374
374
375
375
376
377
377
378
378
379
380
380
380
380
381
381
382
382
383
383
384
385
385
385
386
386
387
388
388
389
389
390
390
391
391
392
394
394
394
398
398
399
399
400
400
401
401
402
404
405
406
407
407
408
408
408
408
408
408
410
411
412
412
412
413
413
413
414
414
415
415
416
416
417
418
418
419
421
421
421
421
422
422
422
423
424
425
426
426
427
427
430
430
431
433
433
433
434
436
436
436
437
438
440
440
440
441
443
443
445
445
446
446
446
447
448
449
451
451
452
454
459
459
463
464
465
466
470
472
472
473
477
477
479
481
482
485
506
508
525
