# Primero viene la cantidad (n) de timestamps para ambos, luego n líneas que son un timestamp aproximado cada uno separado por una coma (',') del error, y luego n lineas de las transacciones del sospechoso
200
621,5
621,5
685,5
644,0
644,0
685,5
621,5
621,5
644,0
644,0
683,7
685,5
683,7
621,5
644,0
678,4
621,5
644,0
621,5
621,5
621,5
678,4
664,2
685,5
621,5
685,3
621,5
685,5
621,5
683,7
621,5
674,6
621,5
678,4
621,5
696,5
616,6
674,6
685,5
621,5
621,3
644,0
621,5
621,5
661,3
664,2
696,5
620,10
635,9
617,6
679,2
678,2
685,5
685,5
664,2
621,5
674,6
691,3
661,3
626,6
685,5
664,2
691,3
679,8
621,5
621,5
621,5
655,8
621,5
644,0
664,2
664,2
621,5
690,3
644,0
639,4
685,5
674,6
621,5
620,10
679,2
683,7
621,5
621,5
679,8
644,0
685,5
691,3
655,8
679,2
685,5
621,5
664,2
621,5
621,5
664,2
679,2
639,4
632,4
658,6
644,0
620,10
660,2
644,0
661,3
678,4
700,10
666,4
621,5
700,10
685,3
685,5
644,0
621,5
621,5
623,6
664,2
621,5
644,0
685,5
621,5
683,7
679,2
678,4
621,5
664,2
621,5
663,9
649,5
600,7
683,7
679,2
664,2
664,2
685,5
679,2
644,0
647,3
663,9
621,5
621,5
600,7
621,5
621,5
644,0
692,2
685,5
620,10
621,5
691,7
679,2
683,7
644,0
679,2
626,6
683,7
620,10
664,2
634,3
626,6
621,5
664,2
621,5
616,5
664,2
658,6
685,5
664,2
628,7
685,5
692,2
685,5
620,10
617,6
664,2
644,0
679,2
644,0
621,5
685,5
661,3
660,2
664,2
621,5
683,7
658,3
617,6
692,2
621,5
644,0
621,5
674,6
617,6
692,2
674,6
664,2
674,6
626,6
621,5
626,6
607
607
612
613
616
616
616
616
617
617
617
617
617
617
617
617
617
618
618
618
618
618
619
619
619
619
619
619
620
620
620
620
620
620
621
621
621
621
621
621
622
622
622
622
622
622
622
623
624
624
624
624
624
624
624
624
625
625
625
625
625
625
625
626
626
626
626
628
630
630
631
632
632
634
640
643
644
644
644
644
644
644
644
644
644
644
644
644
644
644
644
644
644
644
644
644
645
649
656
656
657
658
658
659
659
660
661
661
662
663
663
663
663
663
663
664
664
664
664
664
664
665
665
665
665
665
665
666
666
666
666
669
669
671
674
675
675
676
676
676
677
677
677
677
677
678
679
679
679
679
679
679
679
679
679
679
679
680
681
681
681
681
681
681
682
682
682
683
683
683
684
684
685
685
686
686
687
687
687
687
688
688
689
689
689
690
690
690
691
692
692
692
693
693
693
694
694
695
702
708
